Champ20,Champ30,Champ21,LIBELLE,INTIT,CPT,FIXE,ANA,CLO
,,,,TRANSFERT FTR <-> FONDS DIVERS,59053600,D,,
,,,,TRANSFERT FTR <-> FONDS DIVERS,59052600,D,,
,,,,TRANSFERT FTR <-> FONDS DIVERS,59054600,D,,
,,,,TRANSFERT FTR <-> FONDS DIVERS,59051600,D,,
,,,,Transfert FTR-Caisse Dentaire ,59041500,D,,
,,,,Transfert FTR-Caisse Dentaire ,59042500,D,,
,,,,Transfert FTR-Caisse Dentaire ,59043500,D,,
,,,,Transfert FTR-Caisse Dentaire ,59044500,D,,
,,,,Transfert FTR-Caisse G.House  ,59064000,D,,
,,,,Transfert FTR-Caisse G.House  ,59063000,D,,
,,,,Transfert FTR-Caisse G.House  ,59062000,D,,
,,,,Transfert FTR-Caisse G.House  ,59061000,D,,
,,,,Transfert FTR-Caisse PLCK     ,59043400,D,,
,,,,Transfert FTR-Caisse PLCK     ,59044400,D,,
,,,,Transfert FTR-Caisse PLCK     ,59042400,D,,
,,,,Transfert FTR-Caisse PLCK     ,59041400,D,,
,,,,Transfert FTR-Caisse Ppale    ,59003000,D,,
,,,,Transfert FTR-Caisse Ppale    ,59002000,D,,
,,,,Transfert FTR-Caisse Ppale    ,59004000,D,,
,,,,Transfert FTR-Caisse Ppale    ,59001000,D,,
,,,,Transfert G.H.-Caisse Ppale   ,59604000,D,,
,,,,Transfert G.H.-Caisse Ppale   ,59603000,D,,
,,,,Transfert G.H.-Caisse Ppale   ,59602000,D,,
,,,,Transfert G.H.-Caisse Ppale   ,59601000,D,,
,,,,TRANSFERT MBF<->ECO           ,59052620,D,,
,,,,TRANSFERT MBF<->ECO           ,59053620,D,,
,,,,TRANSFERT MBF<->ECO           ,59054620,D,,
,,,,TRANSFERT MBF<->ECO           ,59051620,D,,
,,,,Transfert PAX-Caisse Ppale $  ,59203010,D,,
,,,,Transfert PAX-Caisse Ppale $  ,59201010,D,,
,,,,Transfert PAX-Caisse Ppale $  ,59204010,D,,
,,,,Transfert PAX-Caisse Ppale $  ,59202010,D,,
,,,,Transfert PAX-Caisse Ppale FC,59203000,D,,
,,,,Transfert PAX-Caisse Ppale FC,59204000,D,,
,,,,Transfert PAX-Caisse Ppale FC,59202000,D,,
,,,,Transfert PAX-Caisse Ppale FC,59201000,D,,
,,,,Transfert PLCK-Caisse Ppale   ,59401000,D,,
,,,,Transfert PLCK-Caisse Ppale   ,59402000,D,,
,,,,Transfert PLCK-Caisse Ppale   ,59404000,D,,
,,,,Transfert PLCK-Caisse Ppale   ,59403000,D,,
,,,,TRANSFUSIONS                  ,70213000,D,,
,,,,TRANSFUSIONS                  ,70211000,D,,
,,,,TRANSFUSIONS                  ,70214000,D,,
,,,,TRANSFUSIONS                  ,70212000,D,,
,,,,TRANSPORT DU PERSONNEL        ,62104000,F,,
,,,,TRANSPORT DU PERSONNEL        ,62103000,F,,
,,,,TRANSPORT DU PERSONNEL        ,62101000,F,,
,,,,TRANSPORT DU PERSONNEL        ,62102000,F,,
,,,,TRANSPORT MALADES FISTULEUSES,62111129,,N,N
,,,,TRAUMATOLOGIE FRACTURES FERMEE,71011028,,N,N
,,,,TRAUMATOLOGIE FRACTURES OUVERT,71011029,,N,N
,,,,TRAUMATOLOGIE LUXATION,71011030,,N,N
,,,,TRF GRAND COFFRE CSSE PRINC,59071000,,N,N
,,,,TRF GRAND COFFRE CSSE PRINC,59072000,,N,N
,,,,TRF GRAND COFFRE CSSE PRINC,59073000,,N,N
,,,,TRF GRAND COFFRE CSSE PRINC,59074000,,N,N
,,,,TSHIABA KALUBI                ,42134150,D,,
,,,,TSHIABA KALUBI                ,42133150,D,,
,,,,TSHIABA KALUBI                ,42131150,D,,
,,,,TSHIABA KALUBI                ,42132150,D,,
,,,,TSHIABA KALUBI,65131150,,N,N
,,,,TSHIABA KAPUKU                ,42152200,D,,
,,,,TSHIABA KAPUKU                ,42154200,D,,
,,,,TSHIABA KAPUKU                ,42151200,D,,
,,,,TSHIABA KAPUKU                ,42153200,D,,
,,,,TSHIABA TSHIABA,45063650,,N,N
,,,,TSHIABU TSHIBAMBE             ,45002410,D,,
,,,,TSHIABU TSHIBAMBE             ,45001410,D,,
,,,,TSHIABU TSHIBAMBE             ,45003410,D,,
,,,,TSHIABU TSHIBAMBE             ,45004410,D,,
,,,,TSHIABUKOLE MUPOYI            ,45922130,D,,
,,,,TSHIABUKOLE MUPOYI            ,45924130,D,,
,,,,TSHIABUKOLE MUPOYI            ,45921130,D,,
,,,,TSHIABUKOLE MUPOYI            ,45923130,D,,
,,,,TSHIADIMUNA MATANDA,42161280,,N,N
,,,,TSHIADIMUNA MATANDA,65161280,,N,N
,,,,TSHIAMA NDABA                 ,45002310,D,,
,,,,TSHIAMA NDABA                 ,45004310,D,,
,,,,TSHIAMA NDABA                 ,45001310,D,,
,,,,TSHIAMA NDABA                 ,45003310,D,,
,,,,TSHIAMALA BAKAJIKA,42131500,,N,N
,,,,TSHIAMALA BAKAJIKA            ,42132500,D,,
,,,,TSHIAMALA BAKAJIKA            ,42133500,D,,
,,,,TSHIAMALA BAKAJIKA            ,42134500,D,,
,,,,TSHIAMBA KABONGO              ,42143600,D,,
,,,,TSHIAMBA KABONGO              ,42141600,D,,
,,,,TSHIAMBA KABONGO              ,42142600,D,,
,,,,TSHIAMBA KABONGO              ,42144600,D,,
,,,,TSHIAMBA KABONGO,65141600,,N,N
,,,,TSHIANANA KANIYI              ,45034160,D,,
,,,,TSHIANANA KANIYI              ,45033160,D,,
,,,,TSHIANANA KANIYI              ,45031160,D,,
,,,,TSHIANANA KANIYI              ,45032160,D,,
,,,,TSHIBAKA MUSENDEKA            ,42142400,D,,
,,,,TSHIBAKA MUSENDEKA            ,42141400,D,,
,,,,TSHIBAKA MUSENDEKA            ,42144400,D,,
,,,,TSHIBAKA MUSENDEKA            ,42143400,D,,
,,,,TSHIBALONDI MULUMBA           ,45981360,D,,
,,,,TSHIBALONDI MULUMBA           ,45983360,D,,
,,,,TSHIBALONDI MULUMBA           ,45984360,D,,
,,,,TSHIBALONDI MULUMBA           ,45982360,D,,
,,,,TSHIBANGU NTUMBA              ,42152290,D,,
,,,,TSHIBANGU NTUMBA              ,42151290,D,,
,,,,TSHIBANGU NTUMBA              ,42154290,D,,
,,,,TSHIBANGU NTUMBA              ,42153290,D,,
,,,,TSHIBOLA KAPUNGU              ,45003280,D,,
,,,,TSHIBOLA KAPUNGU              ,45001280,D,,
,,,,TSHIBOLA KAPUNGU              ,45004280,D,,
,,,,TSHIBOLA KAPUNGU              ,45002280,D,,
,,,,TSHIBOLA KASHINDA             ,45942170,D,,
,,,,TSHIBOLA KASHINDA             ,45943170,D,,
,,,,TSHIBOLA KASHINDA             ,45941170,D,,
,,,,TSHIBOLA KASHINDA             ,45944170,D,,
,,,,TSHIBOLA MUKUMBI              ,45983230,D,,
,,,,TSHIBOLA MUKUMBI              ,45982230,D,,
,,,,TSHIBOLA MUKUMBI              ,45984230,D,,
,,,,TSHIBOLA MUKUMBI              ,45981230,D,,
,,,,TSHIBOLA NSAKA                ,45034170,D,,
,,,,TSHIBOLA NSAKA                ,45033170,D,,
,,,,TSHIBOLA NSAKA                ,45032170,D,,
,,,,TSHIBOLA NSAKA                ,45031170,D,,
,,,,TSHIBOLA NTUMBA               ,42132440,D,,
,,,,TSHIBOLA NTUMBA               ,42134440,D,,
,,,,TSHIBOLA NTUMBA               ,42133440,D,,
,,,,TSHIBOLA TSHIASUMA            ,42154350,D,,
,,,,TSHIBOLA TSHIASUMA            ,42152350,D,,
,,,,TSHIBOLA TSHIASUMA            ,42153350,D,,
,,,,TSHIBOLA TSHIASUMA            ,42151350,D,,
,,,,TSHIBOLA TSHIBUABUA           ,42134300,D,,
,,,,TSHIBOLA TSHIBUABUA           ,42133300,D,,
,,,,TSHIBOLA TSHIBUABUA           ,42132300,D,,
,,,,TSHIBOLA TSHIBUABUA           ,42131300,D,,
,,,,TSHIBOLA TSHIBUABUA,65131300,,N,N
,,,,TSHIBOLA TUBENZELE            ,45033180,D,,
,,,,TSHIBOLA TUBENZELE            ,45034180,D,,
,,,,TSHIBOLA TUBENZELE            ,45031180,D,,
,,,,TSHIBOLA TUBENZELE            ,45032180,D,,
,,,,TSHIBUABUA BAKAJIKA           ,45933160,D,,
,,,,TSHIBUABUA BAKAJIKA           ,45932160,D,,
,,,,TSHIBUABUA BAKAJIKA           ,45934160,D,,
,,,,TSHIBUABUA BAKAJIKA           ,45931160,D,,
,,,,TSHIBUABUA BULA,45063660,,N,N
,,,,TSHIBUABUA LUBUELA            ,42144660,D,,
,,,,TSHIBUABUA LUBUELA            ,42141660,D,,
,,,,TSHIBUABUA LUBUELA            ,42143660,D,,
,,,,TSHIBUABUA LUBUELA            ,42142660,D,,
,,,,TSHIBUABUA LUBUELA,65141660,,N,N
,,,,TSHIBUABUA MAKENGA,45053550,,N,N
,,,,TSHIBUABUA MAKENGA,45993458,,N,N
,,,,TSHIBUABUA MUANZA,45043200,,N,N
,,,,TSHIBUABUA NTUMBA,42141840,,N,N
,,,,TSHIBUABUA NTUMBA,65141840,,N,N
,,,,TSHIBUABUA SHAKAMA            ,42133680,D,,
,,,,TSHIBUABUA SHAKAMA            ,42131680,D,,
,,,,TSHIBUABUA SHAKAMA            ,42132680,D,,
,,,,TSHIBUABUA SHAKAMA            ,42134680,D,,
,,,,TSHIBUABUA SOMBAMANYA         ,42152390,D,,
,,,,TSHIBUABUA SOMBAMANYA         ,42154390,D,,
,,,,TSHIBUABUA SOMBAMANYA         ,42151390,D,,
,,,,TSHIBUABUA SOMBAMANYA         ,42153390,D,,
,,,,TSHIBUABUA TSHITALA           ,45012190,D,,
,,,,TSHIBUABUA TSHITALA           ,45014190,D,,
,,,,TSHIBUABUA TSHITALA           ,45013190,D,,
,,,,TSHIBUABUA TSHITALA           ,45011190,D,,
,,,,TSHIBUABUA TSHITENGA          ,45974260,D,,
,,,,TSHIBUABUA TSHITENGA          ,45973260,D,,
,,,,TSHIBUABUA TSHITENGA          ,45972260,D,,
,,,,TSHIBUABUA TSHITENGA          ,45971260,D,,
,,,,TSHIBUABUA TSHITENGE,42141870,,N,N
,,,,TSHIBUKA NGALAMULUME          ,45991270,D,,
,,,,TSHIBUKA NGALAMULUME          ,45992270,D,,
,,,,TSHIBUKA NGALAMULUME          ,45994270,D,,
,,,,TSHIBUKA NGALAMULUME          ,45993270,D,,
,,,,TSHIDIBI MULUMBA              ,42131970,D,,
,,,,TSHIDIBI MULUMBA              ,42132970,D,,
,,,,TSHIDIBI MULUMBA              ,42134970,D,,
,,,,TSHIDIBI MULUMBA              ,42133970,D,,
,,,,TSHIEBA TSHINYI               ,45973270,D,,
,,,,TSHIEBA TSHINYI               ,45971270,D,,
,,,,TSHIEBA TSHINYI               ,45972270,D,,
,,,,TSHIEBA TSHINYI               ,45974270,D,,
,,,,TSHIEBE MUTOMBO               ,45024190,D,,
,,,,TSHIEBE MUTOMBO               ,45021190,D,,
,,,,TSHIEBE MUTOMBO               ,45022190,D,,
,,,,TSHIEBE MUTOMBO               ,45023190,D,,
,,,,TSHIENDE KASANDA,45043260,,N,N
,,,,TSHIJIMBA KABASELE            ,45973280,D,,
,,,,TSHIJIMBA KABASELE            ,45974280,D,,
,,,,TSHIJIMBA KABASELE            ,45971280,D,,
,,,,TSHIJIMBA KABASELE            ,45972280,D,,
,,,,TSHIKELE BAMUE                ,45011680,D,,
,,,,TSHIKELE BAMUE                ,45013680,D,,
,,,,TSHIKELE BAMUE                ,45014680,D,,
,,,,TSHIKELE BAMUE                ,45012680,D,,
,,,,TSHILA KABONGO                ,45033190,D,,
,,,,TSHILA KABONGO                ,45034190,D,,
,,,,TSHILA KABONGO                ,45031190,D,,
,,,,TSHILA KABONGO                ,45032190,D,,
,,,,TSHILANDA KALONJI             ,45932170,D,,
,,,,TSHILANDA KALONJI             ,45933170,D,,
,,,,TSHILANDA KALONJI             ,45931170,D,,
,,,,TSHILANDA KALONJI             ,45934170,D,,
,,,,TSHILANDA KAMUANDU            ,42143580,D,,
,,,,TSHILANDA KAMUANDU            ,42142580,D,,
,,,,TSHILANDA KAMUANDU            ,42144580,D,,
,,,,TSHILANDA MUSENGA             ,45034200,D,,
,,,,TSHILANDA MUSENGA             ,45033200,D,,
,,,,TSHILANDA MUSENGA             ,45031200,D,,
,,,,TSHILANDA MUSENGA             ,45032200,D,,
,,,,TSHILEMBU KASHIKISHA          ,42153120,D,,
,,,,TSHILEMBU KASHIKISHA          ,42151120,D,,
,,,,TSHILEMBU KASHIKISHA          ,42154120,D,,
,,,,TSHILEMBU KASHIKISHA          ,42152120,D,,
,,,,TSHILOMBA KALONJI,42141900,,N,N
,,,,TSHILOMBA MUAMBA              ,45942180,D,,
,,,,TSHILOMBA MUAMBA              ,45944180,D,,
,,,,TSHILOMBA MUAMBA              ,45941180,D,,
,,,,TSHILOMBA MUAMBA              ,45943180,D,,
,,,,TSHILOMBA MUKENGE             ,45994420,D,,
,,,,TSHILOMBA MUKENGE             ,45991420,D,,
,,,,TSHILOMBA MUKENGE             ,45992420,D,,
,,,,TSHILOMBA MUKENGE             ,45993420,D,,
,,,,TSHILONGO KOLELA              ,42154730,D,,
,,,,TSHILONGO KOLELA              ,42153730,D,,
,,,,TSHILONGO KOLELA              ,42151730,D,,
,,,,TSHILONGO KOLELA              ,42152730,D,,
,,,,TSHILUMBA KABITANGA,45063690,,N,N
,,,,TSHILUMBA MULELA I            ,42131960,D,,
,,,,TSHILUMBA MULELA I            ,42134960,D,,
,,,,TSHILUMBA MULELA I            ,42132960,D,,
,,,,TSHILUMBA MULELA I            ,42133960,D,,
,,,,TSHILUMBA TSHIONDO            ,42152370,D,,
,,,,TSHILUMBA TSHIONDO            ,42151370,D,,
,,,,TSHILUMBA TSHIONDO            ,42153370,D,,
,,,,TSHILUMBA TSHIONDO            ,42154370,D,,
,,,,TSHIMANGA K.                  ,42152790,D,,
,,,,TSHIMANGA K.                  ,42153790,D,,
,,,,TSHIMANGA K.                  ,42154790,D,,
,,,,TSHIMANGA K.                  ,42151790,D,,
,,,,TSHIMANGA KADIMA,42141850,,N,N
,,,,TSHIMANGA KADIMA              ,45924080,D,,
,,,,TSHIMANGA KADIMA              ,45921080,D,,
,,,,TSHIMANGA KADIMA              ,45923080,D,,
,,,,TSHIMANGA KADIMA              ,45922080,D,,
,,,,TSHIMANGA KADIMA,65141850,,N,N
,,,,TSHIMANGA MUKANGA,45063700,,N,N
,,,,TSHIMANGA MUTOMBO             ,42153740,D,,
,,,,TSHIMANGA MUTOMBO             ,42154740,D,,
,,,,TSHIMANGA MUTOMBO             ,42152740,D,,
,,,,TSHIMANGA MUTOMBO             ,42151740,D,,
,,,,TSHIMBILA MVITA               ,42133900,D,,
,,,,TSHIMBILA MVITA               ,42131900,D,,
,,,,TSHIMBILA MVITA               ,42134900,D,,
,,,,TSHIMBILA MVITA               ,42132900,D,,
,,,,TSHIMBOMBO BAKAJIKA           ,42151100,D,,
,,,,TSHIMBOMBO BAKAJIKA           ,42152100,D,,
,,,,TSHIMBOMBO BAKAJIKA           ,42153100,D,,
,,,,TSHIMBOMBO BAKAJIKA           ,42154100,D,,
,,,,TSHIMBOMBO BAKAJIKA,65151100,,N,N
,,,,TSHINKALA BADIPENYI           ,45964280,D,,
,,,,TSHINKALA BADIPENYI           ,45962280,D,,
,,,,TSHINKALA BADIPENYI           ,45961280,D,,
,,,,TSHINKALA BADIPENYI           ,45963280,D,,
,,,,TSHINKENKE NKONKO             ,42152280,D,,
,,,,TSHINKENKE NKONKO             ,42151280,D,,
,,,,TSHINKENKE NKONKO             ,42153280,D,,
,,,,TSHINKENKE NKONKO             ,42154280,D,,
,,,,TSHINKENKE TSHIBUABUA         ,45972400,D,,
,,,,TSHINKENKE TSHIBUABUA,42141980,,N,N
,,,,TSHINKENKE TSHIBUABUA         ,45971400,D,,
,,,,TSHINKENKE TSHIBUABUA         ,45974400,D,,
,,,,TSHINKENKE TSHIBUABUA         ,45973400,D,,
,,,,TSHINSHIPELA WAKUTEKA         ,45942190,D,,
,,,,TSHINSHIPELA WAKUTEKA         ,45944190,D,,
,,,,TSHINSHIPELA WAKUTEKA         ,45943190,D,,
,,,,TSHINSHIPELA WAKUTEKA         ,45941190,D,,
,,,,TSHIOMBA BILOLO               ,45974290,D,,
,,,,TSHIOMBA BILOLO               ,45972290,D,,
,,,,TSHIOMBA BILOLO               ,45971290,D,,
,,,,TSHIOMBA BILOLO               ,45973290,D,,
,,,,TSHIONDO MAMBA                ,42141300,D,,
,,,,TSHIONDO MAMBA                ,42142300,D,,
,,,,TSHIONDO MAMBA                ,42144300,D,,
,,,,TSHIONDO MAMBA                ,42143300,D,,
,,,,TSHIONDO MAMBA,65141300,,N,N
,,,,TSHIPAMBA KASENDE             ,42133800,D,,
,,,,TSHIPAMBA KASENDE             ,42134800,D,,
,,,,TSHIPAMBA KASENDE             ,42131800,D,,
,,,,TSHIPAMBA KASENDE             ,42132800,D,,
,,,,TSHIPAMBA TSHIPAMBA           ,45001420,D,,
,,,,TSHIPAMBA TSHIPAMBA           ,45004420,D,,
,,,,TSHIPAMBA TSHIPAMBA           ,45002420,D,,
,,,,TSHIPAMBA TSHIPAMBA           ,45003420,D,,
,,,,TSHIPETA KAPIAMBA             ,45982240,D,,
,,,,TSHIPETA KAPIAMBA             ,45983240,D,,
,,,,TSHIPETA KAPIAMBA             ,45981240,D,,
,,,,TSHIPETA KAPIAMBA             ,45984240,D,,
,,,,TSHISALU ILUNGA               ,45972300,D,,
,,,,TSHISALU ILUNGA               ,45974300,D,,
,,,,TSHISALU ILUNGA               ,45971300,D,,
,,,,TSHISALU ILUNGA               ,45973300,D,,
,,,,TSHISANGA NDEMBA              ,42131220,D,,
,,,,TSHISANGA NDEMBA              ,42132220,D,,
,,,,TSHISANGA NDEMBA              ,42133220,D,,
,,,,TSHISANGA NDEMBA              ,42134220,D,,
,,,,TSHISANGA NDEMBA,65131220,,N,N
,,,,TSHISHIKU BADIBANGA           ,45923090,D,,
,,,,TSHISHIKU BADIBANGA           ,45922090,D,,
,,,,TSHISHIKU BADIBANGA           ,45924090,D,,
,,,,TSHISHIKU BADIBANGA           ,45921090,D,,
,,,,TSHISHIKU LUBOYA              ,42152750,D,,
,,,,TSHISHIKU LUBOYA              ,42154750,D,,
,,,,TSHISHIKU LUBOYA              ,42151750,D,,
,,,,TSHISHIKU LUBOYA              ,42153750,D,,
,,,,TSHISHIKU LUBOYA,65151750,,N,N
,,,,TSHISHIKU TSHISHIKU           ,42143070,D,,
,,,,TSHISHIKU TSHISHIKU           ,42144070,D,,
,,,,TSHISHIKU TSHISHIKU           ,42142070,D,,
,,,,TSHISHIKU TSHISHIKU           ,45001430,D,,
,,,,TSHISHIKU TSHISHIKU           ,45004430,D,,
,,,,TSHISHIKU TSHISHIKU           ,45002430,D,,
,,,,TSHISHIKU TSHISHIKU           ,45003430,D,,
,,,,TSHISUNGU KABONGO             ,45021200,D,,
,,,,TSHISUNGU KABONGO             ,45024200,D,,
,,,,TSHISUNGU KABONGO             ,45023200,D,,
,,,,TSHISUNGU KABONGO             ,45022200,D,,
,,,,TSHITA KALONJI,42171380,,N,N
,,,,TSHITA KALONJI,65171380,,N,N
,,,,TSHITADI MPOLONDO             ,42131760,D,,
,,,,TSHITADI MPOLONDO             ,42134760,D,,
,,,,TSHITADI MPOLONDO             ,42132760,D,,
,,,,TSHITADI MPOLONDO             ,42133760,D,,
,,,,TSHITALA BADINENGANYI         ,42132280,D,,
,,,,TSHITALA BADINENGANYI         ,42133280,D,,
,,,,TSHITALA BADINENGANYI         ,42131280,D,,
,,,,TSHITALA BADINENGANYI         ,42134280,D,,
,,,,TSHITALA BADINENGANYI,65131280,,N,N
,,,,TSHITALA MANDE                ,42142510,D,,
,,,,TSHITALA MANDE                ,42144510,D,,
,,,,TSHITALA MANDE                ,42141510,D,,
,,,,TSHITALA MANDE                ,42143510,D,,
,,,,TSHITENGE MUTSHIPAYI          ,42143370,D,,
,,,,TSHITENGE MUTSHIPAYI          ,42144370,D,,
,,,,TSHITENGE MUTSHIPAYI          ,42142370,D,,
,,,,TSHITENGE NKONGOLO            ,45012690,D,,
,,,,TSHITENGE NKONGOLO            ,45011690,D,,
,,,,TSHITENGE NKONGOLO            ,45013690,D,,
,,,,TSHITENGE NKONGOLO            ,45014690,D,,
,,,,TSHITOKO TSHIMAMBILA          ,45984250,D,,
,,,,TSHITOKO TSHIMAMBILA          ,45983250,D,,
,,,,TSHITOKO TSHIMAMBILA          ,45982250,D,,
,,,,TSHITOKO TSHIMAMBILA          ,45981250,D,,
,,,,TSHITUAKABENZA KALONG         ,42154760,D,,
,,,,TSHITUAKABENZA KALONG         ,42152760,D,,
,,,,TSHITUAKABENZA KALONG         ,42153760,D,,
,,,,TSHITUAKABENZA KALONG         ,42151760,D,,
,,,,TSHITUKA KABUTAKAPUA          ,45992280,D,,
,,,,TSHITUKA KABUTAKAPUA          ,45993280,D,,
,,,,TSHITUKA KABUTAKAPUA          ,45994280,D,,
,,,,TSHITUKA KABUTAKAPUA          ,45991280,D,,
,,,,TSHITUKA KASONGA              ,45033210,D,,
,,,,TSHITUKA KASONGA              ,45034210,D,,
,,,,TSHITUKA KASONGA              ,45031210,D,,
,,,,TSHITUKA KASONGA              ,45032210,D,,
,,,,TSHITUKA TSHISEKEDI,45053450,,N,N
,,,,TSHITUKA TSHISEKEDI,45993447,,N,N
,,,,TSHIYOYI MBUMBA               ,45992290,D,,
,,,,TSHIYOYI MBUMBA               ,45991290,D,,
,,,,TSHIYOYI MBUMBA               ,45994290,D,,
,,,,TSHIYOYI MBUMBA               ,45993290,D,,
,,,,TSHLOMBA KALONJI              ,45002290,D,,
,,,,TSHLOMBA KALONJI              ,45001290,D,,
,,,,TSHLOMBA KALONJI              ,45004290,D,,
,,,,TSHLOMBA KALONJI              ,45003290,D,,
,,,,"tubes  endotracheaux aspirati",60013176,,N,N
,,,,tubes endotracheaux aspiratio,30013176,,N,N
,,,,"Tubes endotracheaux aspiratio",30011176,,,
,,,,"Tubes endotracheaux aspiratio",30012176,,N,N
,,,,"Tubes endotracheaux aspiratio",60011176,,,
,,,,"tubes endotracheaux aspiratio",60012176,,N,N
,,,,"TUBES ENDOTRACHEAUX ASPIRATIO",70011176,,N,N
,,,,TUDI NE MALU BEYA             ,45991300,D,,
,,,,TUDI NE MALU BEYA             ,45992300,D,,
,,,,TUDI NE MALU BEYA             ,45994300,D,,
,,,,TUDI NE MALU BEYA             ,45993300,D,,
,,,,TUINDILE KATAMBWE             ,42133910,D,,
,,,,TUINDILE KATAMBWE             ,42134910,D,,
,,,,TUINDILE KATAMBWE             ,42131910,D,,
,,,,TUINDILE KATAMBWE             ,42132910,D,,
,,,,TUINDILE KATEMBUE,65131910,,N,N
,,,,TUKUMBANE ILUNGA              ,45012830,D,,
,,,,TUKUMBANE ILUNGA,42141910,,N,N
,,,,TUKUMBANE ILUNGA              ,45013830,D,,
,,,,TUKUMBANE ILUNGA              ,45014830,D,,
,,,,TUKUMBANE ILUNGA              ,45011830,D,,
,,,,TUKUMBANE PETUMPENYI          ,42142550,D,,
,,,,TUKUMBANE PETUMPENYI          ,42143550,D,,
,,,,TUKUMBANE PETUMPENYI          ,42144550,D,,
,,,,TUMBA TSHIPAMBA               ,42133650,D,,
,,,,TUMBA TSHIPAMBA               ,42131650,D,,
,,,,TUMBA TSHIPAMBA               ,42134650,D,,
,,,,TUMBA TSHIPAMBA               ,42132650,D,,
,,,,TUSEKU MUYAYA                 ,42142080,D,,
,,,,TUSEKU MUYAYA                 ,42143080,D,,
,,,,TUSEKU MUYAYA                 ,42141080,D,,
,,,,TUSEKU MUYAYA                 ,42144080,D,,
,,,,TUSEKU MUYAYA,65141080,,N,N
,,,,UKA                           ,46644400,D,,
,,,,UKA                           ,46641400,D,,
,,,,UKA                           ,46642400,D,,
,,,,UKA                           ,46643400,D,,
,,,,UMBA CHICO                    ,45961210,D,,
,,,,UMBA CHICO                    ,45964210,D,,
,,,,UMBA CHICO                    ,45962210,D,,
,,,,UMBA CHICO,42141770,,N,N
,,,,UMBA CHICO                    ,45963210,D,,
,,,,UMBA CHICO,65141770,,N,N
,,,,UNIBRA                        ,41013500,D,,
,,,,UNIBRA                        ,41012500,D,,
,,,,UNIBRA                        ,41014500,D,,
,,,,UNIBRA                        ,41011500,D,,
,,,,UNICEF                        ,41011680,D,,
,,,,UNICEF                        ,41013680,D,,
,,,,UNICEF                        ,41012680,D,,
,,,,UNICEF                        ,41014680,D,,
,,,,UPRECO                        ,41202090,D,,
,,,,UPRECO                        ,41203090,D,,
,,,,UPRECO                        ,41201090,D,,
,,,,UPRECO                        ,41204090,D,,
,,,,UPRECO                        ,46641300,D,,
,,,,UPRECO                        ,46642300,D,,
,,,,UPRECO                        ,46644300,D,,
,,,,UPRECO                        ,46643300,D,,
,,,,URGENCES                      ,71103100,D,,
,,,,URGENCES                      ,71102100,D,,
,,,,URGENCES                      ,71104100,D,,
,,,,URGENCES                      ,71101100,D,,
,,,,UROLOGIE,71011037,,N,N
,,,,V.V.S.(VIOLENCE SEXUELLE),46661530,,N,N
,,,,vaccins immunoglobulines et se,30013128,,N,N
,,,,"vaccins immunoglobuline et se",60012128,,N,N
,,,,"Vaccins immunoglobulines et s",30011128,,,
,,,,"Vaccins immunoglobulines et s",30012128,,N,N
,,,,"VACCINS IMMUNOGLOBULINES ET S",70011128,,N,N
,,,,"Vaccins immunoglobulines et s",60011128,,,
,,,,"vaccins immunoglobulines et s",60013128,,N,N
,,,,VALDIZA                       ,41013520,D,,
,,,,VALDIZA                       ,41014520,D,,
,,,,VALDIZA                       ,41012520,D,,
,,,,VALDIZA                       ,41011520,D,,
,,,,VALEUR AJOUTEE,81011000,,N,N
,,,,VANDERGRIF                    ,42113110,D,,
,,,,VANDERGRIF                    ,42111110,D,,
,,,,VANDERGRIF                    ,42114110,D,,
,,,,VANDERGRIF                    ,42112110,D,,
,,,,VEHICULE FOR THE IMCK,10221370,,N,N
,,,,VEHICULE FOR THE IMCK,15330107,,N,N
,,,,VEHICULE HANINGER,46661600,,N,N
,,,,VEHICULES,22310101,,N,N
,,,,VEHICULES AUTOMOBILES (5 ANS) ,22511000,D,,
,,,,VEHICULES AUTOMOBILES (5 ANS) ,22512000,D,,
,,,,VEHICULES AUTOMOBILES (5 ANS) ,22514000,D,,
,,,,VEHICULES AUTOMOBILES (5 ANS) ,22513000,D,,
,,,,VENTE BIBLE,46661490,,N,N
,,,,Vente biens REDIGER           ,46202200,D,,
,,,,Vente biens REDIGER           ,46201200,D,,
,,,,Vente biens REDIGER           ,46203200,D,,
,,,,Vente biens REDIGER           ,46204200,D,,
,,,,VENTES LUNETTES               ,70032400,D,,
,,,,VENTES LUNETTES               ,70031400,D,,
,,,,VENTES LUNETTES               ,70033400,D,,
,,,,VENTES LUNETTES               ,70034400,D,,
,,,,VENTES MEDICAMENTS            ,70012000,D,,
,,,,VENTES MEDICAMENTS            ,70013000,D,,
,,,,VENTES MEDICAMENTS            ,70014000,D,,
,,,,VENTES MEDICAMENTS            ,70011000,D,,
,,,,vetements professionnels,31113152,,N,N
,,,,Vetements Professionnels,31111152,,,
,,,,vetements professionnels,31112152,,N,N
